date,daily_notional,daily_pnl_1d,cum_pnl_1d,daily_pnl_3d,cum_pnl_3d,daily_pnl_5d,cum_pnl_5d,daily_pnl_10d,cum_pnl_10d,daily_pnl_20d,cum_pnl_20d,daily_pnl_30d,cum_pnl_30d
2026-03-15,1000001.0,-2630.557500530118,-230216.72709472472,13796.156222264872,391184.5413764642,17727.447381858758,228111.39012484165,52814.04945893229,-178415.69223409885,-40845.08601436907,-970885.2399883493,-66669.11787449045,706236.6596269245
2026-03-16,213009.0,823.1896436673223,-229393.5374510574,-1407.96628831596,389776.57508814824,-2076.1540625811613,226035.2360622605,-5524.518828305129,-183940.21106240398,-6509.47459130697,-977394.7145796563,-12078.067090976328,694158.5925359483
2026-03-17,15664166.0,-1545.435572428588,-230938.973023486,-140316.9123619545,249459.66272619372,-213676.61947363048,12358.616588630015,-284855.08059350273,-468795.2916559067,-30973.86716370877,-1008368.581743365,131318.94941727992,825477.5419532282
2026-03-18,4869080.0,-13549.351348806893,-244488.3243722929,-8751.067051797361,240708.59567439638,-58419.04340883878,-46060.42682020876,-80141.93733092421,-548937.2289868309,119274.56783322165,-889094.0139101434,79993.57129716914,905471.1132503974
2026-03-19,2000002.0,-1718.742651950286,-246207.06702424318,-78.7068655021194,240629.88880889426,13653.315757354536,-32407.111062854226,7898.074174947216,-541039.1548118837,120970.74544791166,-768123.2684622317,189653.83642398965,1095124.949674387
2026-03-21,418040.0,5524.9739219940575,-240682.0931022491,-8263.838531419968,232366.0502774743,-19355.840636309083,-51762.95169916331,7513.846926687654,-533525.3078851961,35673.04074192495,-732450.2277203067,51974.5933618709,1147099.5430362578
2026-03-23,2178141.0,10006.42808075653,-230675.66502149258,-7009.7087609788205,225356.34151649548,-44423.51486944978,-96186.46656861309,38299.29132339452,-495226.01656180155,199289.38057184152,-533160.8471484652,227656.12313431248,1374755.6661705703
2026-03-25,1340033.0,-31561.383220749583,-262237.04824224213,-59379.34553073251,165976.99598576297,-10897.386460380236,-107083.85302899333,53399.07257903089,-441826.94398277067,118001.13566494102,-415159.7114835242,190218.71295244526,1564974.3791230156
2026-03-26,102074.0,-497.49930218612616,-262734.54754442826,25.118292295108205,166002.11427805808,-36.533571932023165,-107120.38660092535,1038.4679913339542,-440788.4759914367,2027.5094004525783,-413132.2020830716,2073.439266118505,1567047.818389134
2026-03-27,380004.0,-361.1898412408095,-263095.7373856691,18641.237581355883,184643.35185941396,21816.625706951854,-85303.7608939735,78994.62622999202,-361793.84976144467,120216.14388099276,-292916.0582020788,136787.73979176724,1703835.5581809012
2026-03-28,4004.0,37.199785099110166,-263058.53760056995,49.137513986580444,184692.48937340055,53.39614889204835,-85250.36474508145,3.9866461891158806,-361789.86311525555,13.497992034716262,-292902.5602100441,-139.7075964693597,1703695.8505844318
2026-03-30,3105137.0,28277.22784903021,-234781.30975153975,37753.00352731449,222445.49290071503,41451.148221585456,-43799.21652349599,61583.96983346966,-300205.8932817859,62070.23535958896,-230832.32485045513,36096.09041726953,1739791.9410017014
2026-03-31,686029.0,11978.650949085306,-222802.65880245445,16123.279522164208,238568.77242287924,45584.548322191295,1785.3317986953043,80510.6817943323,-219695.2114874536,106599.80677104642,-124232.5180794087,161260.5987089253,1901052.5397106267
